# step time Epot/N T Pxx Pyy Pzz Lx Lz gap comF areaperlipid
20600 103.0000 -2.616746 1.0141 -0.101342 0.376235 -0.440319 14.0145 17.1800 0.75850 114.927950 1.36393
20700 103.5000 -2.607015 1.0036 0.100697 0.012247 0.027790 14.0155 17.1814 0.77354 149.472109 1.36413
20800 104.0000 -2.621369 1.0081 -0.064591 0.129476 -0.353131 14.0142 17.1813 0.65988 134.745194 1.36387
20900 104.5000 -2.602223 1.0015 0.047778 0.314756 0.103127 14.0139 17.1845 0.80390 134.168707 1.36381
21000 105.0000 -2.610712 0.9993 -0.020510 0.172256 0.140691 14.0192 17.1881 0.81199 179.349669 1.36484
21100 105.5000 -2.636175 1.0013 -0.164943 -0.285880 0.116170 14.0167 17.1925 0.78000 154.617569 1.36435
21200 106.0000 -2.637308 0.9857 0.041086 -0.160752 0.014869 14.0092 17.1991 0.70595 162.405923 1.36290
21300 106.5000 -2.605227 0.9829 0.126652 -0.163914 -0.126809 14.0091 17.1958 0.78029 127.759080 1.36287
21400 107.0000 -2.582387 0.9871 0.095290 0.030052 -0.183370 14.0079 17.1970 0.89214 106.503888 1.36265
21500 107.5000 -2.605689 1.0087 -0.045808 0.042743 0.087540 14.0068 17.1972 0.85609 155.097651 1.36244
21600 108.0000 -2.604015 0.9913 0.187089 0.028195 -0.274673 14.0046 17.1996 0.82092 100.821159 1.36201
21700 108.5000 -2.598343 0.9808 0.075286 -0.002428 0.299258 14.0059 17.2025 0.81058 146.804220 1.36227
21800 109.0000 -2.615741 0.9721 -0.044654 0.145772 -0.270478 14.0040 17.2049 0.84324 129.822722 1.36188
21900 109.5000 -2.634541 0.9555 0.050951 -0.102261 -0.316068 14.0005 17.2011 0.83487 135.868558 1.36120
22000 110.0000 -2.608313 0.9737 -0.121722 0.084724 0.262722 13.9974 17.1996 0.83440 130.861238 1.36060
22100 110.5000 -2.629951 0.9854 -0.133480 0.112307 -0.149942 13.9985 17.1995 0.82209 165.311587 1.36082
22200 111.0000 -2.617706 0.9907 0.059608 -0.104862 -0.059226 13.9987 17.2015 0.88501 160.331464 1.36085
22300 111.5000 -2.616418 0.9781 0.164341 0.046885 0.063712 13.9976 17.2058 0.83372 179.039428 1.36065
22400 112.0000 -2.634849 0.9766 -0.129871 -0.233519 -0.266275 13.9986 17.1959 0.82229 164.804171 1.36084
22500 112.5000 -2.647372 0.9868 0.061639 -0.260574 -0.110120 13.9953 17.1906 0.81666 180.520779 1.36019
22600 113.0000 -2.649375 1.0011 -0.008443 -0.026835 -0.217977 13.9941 17.1851 0.84848 173.302066 1.35996
22700 113.5000 -2.613050 0.9850 0.154916 0.068326 -0.087919 13.9999 17.1786 0.88815 148.317037 1.36109
